嗚呼	ああ	Ah!;Oh!;Alas!
道順	みちじゅん	itinerary;route
導く	みちびく	to be guided;to be shown
満ちる	みちる	to be full;to rise (tide);to mature;to expire
身近	みぢか	near oneself;close to one;familiar
三日	みっか	three days;the third day (of the month)
密集	みっしゅう	crowd;close formation;dense
密接	みっせつ	related;connected;close;intimate
三つ	みっつ	three
見っともない	みっともない	shameful;indecent
蜜	みつ	nectar;honey
見付かる	みつかる	to be found;to be discovered
見付ける	みつける	to be familiar;to discover;to find fault;to detect;to find out;to locate
密度	みつど	density
見詰める	みつめる	to stare at;to gaze at;to look hard at;to watch intently;to fix one's eyes on
見積り	みつもり	estimation;quotation
未定	みてい	not yet fixed;undecided;pending
見通し	みとおし	perspective;unobstructed view;outlook;forecast;prospect;insight
緑	みどり	greenery
皆	みな	all;everyone;everybody
見直す	みなおす	to look again;to get a better opinion of
港	みなと	harbour;port
港	みなと	harbour;port
源	みなもと	source;origin
見習う	みならう	to follow another's example
身なり	みなり	personal appearance
見慣れる	みなれる	to become used to seeing;to be familiar with
醜い	みにくい	ugly
峰	みね	peak;ridge
身の上	みのうえ	one's future;one's welfare;one's personal history
見逃す	みのがす	to miss;to overlook;to leave at large
身の回り	みのまわり	one's personal appearance;personal belongings
実る	みのる	to bear fruit;to ripen
見計らう	みはからう	to choose at one's own discretion
見晴らし	みはらし	view
身振り	みぶり	gesture
身分	みぶん	social position;social status
見本	みほん	sample
見舞	みまい	enquiry;expression of sympathy;expression of concern
見舞う	みまう	to ask after (health);to visit
未満	みまん	less than;insufficient
耳	みみ	ear
脈	みゃく	pulse
妙	みょう	strange;unusual
妙	みょう	strange;unusual
名字	みょうじ	surname;family name
未来	みらい	future (life  tense)
魅力	みりょく	charm;fascination;glamour
見る	みる	to see;to watch
診る	みる	to examine
未練	みれん	lingering affection;attachment;regret(s);reluctance
見渡す	みわたす	to look out over;to survey (scene);to take an extensive view of
民間	みんかん	private;civilian;civil;popular;folk;unofficial
民主	みんしゅ	democratic;the head of the nation
民宿	みんしゅく	private home providing lodging for travelers
民族	みんぞく	people;race;nation;racial customs;folk customs
民俗	みんぞく	people;race;nation;racial customs;folk customs
民謡	みんよう	folk song;popular song
六	む	(num) six
六	む	(num) six
六日	むいか	six days;sixth (day of month)
無意味	むいみ	nonsense;no meaning
向かい	むかい	facing;opposite;across the street;other side
向かう	むかう	to face;to go towards
迎え	むかえ	meeting;person sent to pick up an arrival
迎える	むかえる	to go out to meet;to accept as a member of a group or family
昔	むかし	olden days;former
向き	むき	direction;situation;exposure;aspect;suitability
向く	むく	to face
剥く	むく	to peel;to skin;to pare;to hull
無口	むくち	reticence
向け	むけ	for ~;oriented towards ~
向ける	むける	to turn towards;to point
無限	むげん	infinite
婿	むこ	son-in-law
向こう	むこう	beyond;over there;opposite direction;the other party
無効	むこう	invalid;no effect;unavailable
無言	むごん	silence
虫	むし	insect
無視	むし	disregard;ignore
蒸し暑い	むしあつい	humid;sultry
虫歯	むしば	cavity;tooth decay;decayed tooth;caries
毟る	むしる	to pluck;to pick;to tear
寧ろ	むしろ	rather;better;instead
無地	むじ	plain;unfigured
無邪気	むじゃき	innocence;simple-mindedness
矛盾	むじゅん	contradiction;inconsistency
蒸す	むす	to steam;to poultice;to be sultry
無数	むすう	countless number;infinite number
息子	むすこ	son
結び	むすび	ending;conclusion;union
結び付き	むすびつき	connection;relation
結び付く	むすびつく	to be connected or related;to join together
結び付ける	むすびつける	to combine;to join;to tie on;to attach with a knot
結ぶ	むすぶ	to tie;to bind;to link
娘	むすめ	daughter
難しい	むずかしい	difficult
無線	むせん	wireless;radio
無駄	むだ	futility;uselessness
無駄遣い	むだづかい	waste money on;squander money on;flog a dead horse
無断	むだん	without permission;without notice
無知	むち	ignorance
無茶	むちゃ	absurd;unreasonable;excessive;rash;absurdity;nonsense
無茶苦茶	むちゃくちゃ	confused;jumbled;mixed up;unreasonable
夢中	むちゅう	daze;(in a) trance;ecstasy;delirium;engrossment
六つ	むっつ	(num) six
空しい	むなしい	vacant;futile;vain;void;empty;ineffective;lifeless
胸	むね	breast;chest
無念	むねん	chagrin;regret
無能	むのう	inefficiency;incompetence
無闇に	むやみに	unreasonably;absurdly;recklessly;indiscreetly;at random
無用	むよう	useless;futility;needlessness;unnecessariness
村	むら	village
群がる	むらがる	to swarm;to gather
紫	むらさき	purple colour;violet
無理	むり	unreasonable;impossible;overdoing
無料	むりょう	free;no charge
無論	むろん	of course;naturally
目	め	eye;eyeball
芽	め	sprout
目	め	eye;eyeball
姪	めい	niece
明確	めいかく	clear up;clarify;define
名作	めいさく	masterpiece
名産	めいさん	noted product
名刺	めいし	business card
名詞	めいし	noun
名所	めいしょ	famous place
名称	めいしょう	name
迷信	めいしん	superstition
命じる	めいじる	to order;to command;to appoint
名人	めいじん	master;expert
命ずる	めいずる	to command;to appoint
命中	めいちゅう	a hit
名物	めいぶつ	famous product;special product;speciality
名簿	めいぼ	register of names
銘々	めいめい	each;individual
名誉	めいよ	honor;credit;prestige
明瞭	めいりょう	clarity
命令	めいれい	order;command;decree;directive;(software) instruction
明朗	めいろう	bright;clear;cheerful
迷惑	めいわく	trouble;annoyance
目上	めうえ	superior(s);senior
目方	めかた	weight
恵まれる	めぐまれる	to be blessed with;to be rich in
恵み	めぐみ	blessing
恵む	めぐむ	to bless;to show mercy to
巡る	めぐる	to go around
目指す	めざす	to aim at;to have an eye on
目覚し	めざまし	alarm-clock
目覚しい	めざましい	brilliant;splendid;striking;remarkable
目覚める	めざめる	to wake up
飯	めし	meals;food
召し上がる	めしあがる	to eat
目下	めした	subordinate(s);inferior(s);junior
目下	めした	subordinate(s);inferior(s);junior
目印	めじるし	mark;sign;landmark
召す	めす	to call;to send for;to put on;to wear;to take (a bath);to ride in;to buy;to eat;to drink;to catch (a cold)
雌	めす	female (animal)
珍しい	めずらしい	unusual;rare
目立つ	めだつ	to be conspicuous;to stand out
滅茶苦茶	めちゃくちゃ	absurd;unreasonable;excessive;messed up;spoiled;wreaked
	めっきり	remarkably
滅多に	めったに	rarely (with neg. verb);seldom
目付き	めつき	look;expression of the eyes;eyes
滅亡	めつぼう	downfall;ruin;collapse;destruction
愛でたい	めでたい	auspicious
目眩	めまい	dizziness;giddiness
目盛	めもり	scale;gradations
目安	めやす	criterion;aim
綿	めん	raw cotton
綿	めん	raw cotton
面会	めんかい	interview
免許	めんきょ	license;permit;licence;certificate
免除	めんじょ	exemption;exoneration;discharge
面する	めんする	to face on;to look out on to
面積	めんせき	area
面接	めんせつ	interview
免税	めんぜい	tax exemption;duty exemption
面倒	めんどう	trouble;difficulty;care;attention
面倒臭い	めんどうくさい	bother to do;tiresome
面目	めんぼく	face;honour;reputation;prestige;dignity;credit
	もう	already;soon;more;again
儲かる	もうかる	to be profitable;to yield a profit
儲ける	もうける	to get;to earn;to gain;to have (bear  beget) a child
設ける	もうける	to create;to establish
申し上げる	もうしあげる	to say;to tell;to state
申し入れる	もうしいれる	to propose;to suggest
申し込み	もうしこみ	application;entry;request;subscription;offer;proposal;overture;challenge
申し込む	もうしこむ	to apply for;to make an application;to propose (marriage);to offer (mediation);to make an overture (of peace);to challenge;to lodge (objections);to request (an interview);to subscribe for;to book;to reserve
申出	もうしで	proposal;request;claim;report;notice
申し出る	もうしでる	to report to;to tell;to suggest;to submit;to request;to make an offer;to come forward with information
申し分	もうしぶん	objection;shortcomings
申し訳	もうしわけ	apology;excuse
申し訳ない	もうしわけない	inexcusable
申す	もうす	to be called;to say
盲点	もうてん	blind spot
毛布	もうふ	blanket
猛烈	もうれつ	violent;vehement;rage
燃える	もえる	to burn
藻掻く	もがく	to struggle;to wriggle;to be impatient
木材	もくざい	lumber;timber;wood
目次	もくじ	table of contents
目的	もくてき	purpose;goal;aim;objective;intention
目標	もくひょう	mark;objective;target
木曜	もくよう	Thursday
目録	もくろく	catalogue;catalog;list
目論見	もくろみ	a plan;a scheme;a project;a program;intention;goal
模型	もけい	model;dummy;maquette
模索	もさく	groping (for)
若し	もし	if;in case;supposing
若しかしたら	もしかしたら	perhaps;maybe;by some chance
若しかして	もしかして	perhaps;possibly
若しかすると	もしかすると	perhaps;maybe;by some chance
若しくは	もしくは	or;otherwise
若しも	もしも	if
	もしもし	hello (on phone)
文字	もじ	letter (of alphabet);character
齎らす	もたらす	to bring;to take;to bring about
凭れる	もたれる	to lean against;to lean on;to recline on;to lie heavy (on the stomach)
持ち	もち	1.  hold;charge;keep possession;in charge; 2.  wear;durability;life;draw; 3.  usage (suff)
持ち	もち	1.  hold;charge;keep possession;in charge; 2.  wear;durability;life;draw; 3.  usage (suff)
持ち上げる	もちあげる	to raise;to lift up;to flatter
用いる	もちいる	to use;to make use of
持ち切り	もちきり	hot topic;talk of the town
勿論	もちろん	of course;certainly;naturally
物体ない	もったいない	too good;more than one deserves;wasteful;sacrilegious;unworthy of
以て	もって	with;by;by means of;because;in view of
	もっと	more;longer;farther
最も	もっとも	most;extremely
尤も	もっとも	quite right;plausible;natural;but then;although
専ら	もっぱら	wholly;solely;entirely
持つ	もつ	to hold;to possess;to carry
持て成す	もてなす	to entertain;to make welcome
持てる	もてる	to be well liked;to be popular
元	もと	origin
基	もとい	basis
基づく	もとづく	to be grounded on;to be based on;to be due to;to originate from
求める	もとめる	to seek;to request;to demand;to want;to wish for;to search for;to pursue (pleasure);to hunt (a job);to buy
元々	もともと	originally;by nature;from the start
戻す	もどす	to restore;to put back;to return
戻る	もどる	to turn back;to return
物	もの	thing;object
物	もの	thing;object
者	もの	person
物	もの	thing;object
物置き	ものおき	storeroom
物音	ものおと	sounds
物語	ものがたり	tale;story;legend
物語る	ものがたる	to tell;to indicate
物事	ものごと	things;everything
物差し	ものさし	ruler;measure
物凄い	ものすごい	earth-shattering;staggering;to a very great extent
物好き	ものずき	curiosity
物足りない	ものたりない	unsatisfied;unsatisfactory
最早	もはや	already;now
模範	もはん	exemplar;exemplification;exemplum;model;example
模倣	もほう	imitation;copying
揉む	もむ	to rub;to crumple (up);to wrinkle;to massage;to be troubled about;to worry over;to train;to coach
揉める	もめる	to disagree;to dispute
腿	もも	thigh;femur
燃やす	もやす	to burn
模様	もよう	pattern;figure;design
催し	もよおし	event;festivities;function;social gathering;auspices;opening;holding (a meeting)
催す	もよおす	to hold (a meeting);to give (a dinner);to feel;to show signs of;to develop symptoms of;to feel (sick)
貰う	もらう	to receive
漏らす	もらす	to let leak;to reveal
森	もり	forest
盛り上がる	もりあがる	to rouse;to swell;to rise
漏る	もる	to leak;to run out
漏れる	もれる	to leak out;to escape;to come through;to shine through;to filter out;to be omitted
脆い	もろい	brittle;fragile;tender-hearted
	もろに	completely;all the way
問	もん	problem;question
文句	もんく	phrase;complaint
問題	もんだい	problem;question
問答	もんどう	questions and answers;dialogue
矢	や	arrow
哉	や	question mark
八百屋	やおや	greengrocer
